,brand,name,old_price,new_price,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings
288,HUGO BOSS,Hugo,395,115,125,EDT,Men,Aromatic,"Cedar Wood, Fir, Patchouli","Carnation, Geranium, Jasmine, Sage",4.2,Grass gulf,3.5,135
289,Calvin Klein,One Shock,177,102,200,EDT,Men,Spicy,"Amber, Patchouli, Woodsy Notes, Musk","Cardamom, Pepper, Basil, Osmanthus",4.7,AMLAQ,3.9,135
290,CHANEL,Allure Sensuelle,681,480.6,100,EDP,Women,Arabian,"Amber, Patchouli, Vanilla And Musk","Jasmine, Rose, Iris, Candied Fruits And Vetiver",5,hadayiq baris,3.8,122
291,GIORGIO ARMANI,Eau De Cedre,1204,470,100,EDT,Men,Woody,"Suede, Cedar Essence, Black Tea, Woody Notes","Violet Leaf, Cardamom and Cumin",4.7,MOON LIGHT,3.8,76
292,Mancera,Red Tobacco,590,340,120,EDP,Men,Woody,"Precious Tobacco, Amber, Woody Notes, Vetiver, Vanilla Pods and White Musk","Patchouli Leaves, Jasmine",4.7,Faces,4.2,61
293,Jean Paul GAULTIER,Scandal,622,350,80,EDP,Women,Floral,"Sandalwood, Caramel, Beeswax, Patchouli","Honey, Peach, Orange Blossom, Jasmine, Gardenia",5,Faces,3.9,61
294,Jimmy Choo,Man Ice,496,204.9,100,EDT,Men,Woody,"Musk, moss, ambroxan","Vetiver, patchouli, cedar, apple",4.4,Abu Al Tayyeb Perfumes,412,7
295,HUGO BOSS,Deep Red,394,179.8,90,EDP,Women,Oriental,"Sandalwood, California Cedar, Vanilla, Musk","Freesia, Ginger, Ginger Flower, Hibiscus Seed, Freesia, Tuberose",3,noon,4.2,98.1K
296,Calvin Klein,Escape,184,94.95,100,EDP,Women,Oriental,"Vanilla, Musk, Cedar, Sandalwood, Oakmoss, Amber, Vetiver","Carnation, Rose, Peach, Lily of the Valley, Jasmine, Cloves",5,noon,4.2,98.1K
297,DORALL COLLECTION,Dionysus,39,10.6,100,EDT,Men,Floral,"Aromatic Cedarwood, Tonka, Amber And Vetiver","Ozonic Tones With Geranium, Violet, Cool Eucalyptus And Crisp Green Apple",3,B.A.G,3.7,14.1K
298,Genie,1029 Collection,43,17.8,40,EDP,Women,Fruity,"Vegetal Amber, Musk And Mahogany","Magnolia, Lotus And Peony",4.8,Parisian Store,3.9,425
299,Lancome,La Vie Est Belle,560,217,75,EDP,Women,Vanilla,"Patchouli, Praline, Tonka Beans, Vanilla","Iris, Jasmine, Orange Tree Blossom",4.4,Al-Najm,3.7,347
300,ANGEL SCHLESSER,Essential,219,83.7,50,EDP,Women,Clean,"Sandalwood, Musk, Vetiver And Cedar","Peony, Violet, Freesia And Bulgarian Rose",4.3,AMLAQ,3.9,135
301,VERSACE,Oud Noir,500,260,100,EDP,Men,Woody,"Agarwood, Patchouli, Leatherwood","Cardamom, Saffron, Olibanum",4.5,Lady Style,4.2,124
302,Roberto Cavalli,cavalli,110,110,75,EDP,Women,Arabian,"Benzoin, Tonka Bean, Vanilla",African Orange Flower,5,hadayiq baris,3.8,122
303,CAROLINA HERRERA,212 VIP,566,258.7,200,EDT,Men,Vanilla,"King Wood, Salty Amber and Tonka Beans","Chilled Vodka, Hot Ginger and Slice Of Apple",4.4,Parvant Store,3.8,76
304,CAROLINA HERRERA,Prive,425,140,100,EDT,Men,Aromatic,"Leather, Benzoin and Tonka",Luxurious Notes of Whiskey,4.3,Perfume Ms,3.8,66
305,ADOLFO DOMINGUEZ,Vetiver Hombre,456,110.25,120,EDT,Men,Floral,"Amber, Cedar, Leather, Vetiver, Patchouli and Roots","Jasmine, Lily and Clove",1,Victoria,3.5,30
306,Fendi,Furiosa,550,184.5,100,EDP,Women,Floral,"Incense, Gaïac Wood and Amber","Jasmine Absolute, Violaciocca Flower and Gardenia",4.2,noon,4.2,98.1K
307,jennifer lopez,Live,275,99.35,100,EDP,Women,Fruity,"Caramel, Sandalwood, Tonka Beans, Vanilla","Peony, Red Currant Blossom, Violet",4.5,noon,4.2,98.1K
308,Lattafa,Velvet Oud,85,56.75,100,EDP,Unisex,Floral,"Sandalwood, Tonka Bean, Amber, Patchouli, Musk, Oakmoss, Cedar And Tobacco.","Pine Tree, Honey, Orris Root, Jasmine, Caraway, Petitgrain, Lily-Of-The-Valley, Rose, Brazilian Rosewood And Incense",4,noon,4.2,98.1K
309,Guerlain,Habit Rouge,435,218.45,100,EDP,Men,Woody,"Labdanum, Leather, Amber, Benzoin, Oakmoss and Vanilla","Carnation, Sandalwood, Patchouli, Cinnamon, Jasmine, Cedar and Rose",4.5,Star.perfume,3.5,537
310,AVON,Rare Pearls,70.5,70.5,50,EDP,Women,Floral,"Pearl Musk, Sandalwood, And Patchouli","Plum, Honey, Pepper, Pearlescent Flower Accord (magnolia And Broom Flower)",3,top langri,3.7,347
311,ROCHAS,Secret De Rochas,145,67,100,EDP,Women,Fruity,"Oakmoss, Sandalwood, Civet, Cedarwood, Musk, Orris, Tonka Bean","Osmanthus, Jasmine",3,KOZMA,4.4,337
312,jennifer lopez,Live Luxe,168,95,100,EDP,Women,Fresh,"diamond musk, soft musk","muguet petals, exotic amethyst freesia",5,neo lek,3.5,88
313,Guerlain,Mon Florale,635,319,100,EDP,Women,Floral,"Vanilla, Iris, Sandalwood","Floral Notes, Peony, Jasmine Sambac, Ylang-Ylang, Neroli, Peach, Lily-Of-The-Valley",4.8,Faces,3.9,61
314,GUCCI,Guilty Intense,330,224,90,EDT,Men,Floral,"Patchouli, Virginia Cedar, Amber","African Orange Flower, Neroli",4.4,flower,3.9,33
315,PRADA,Milano Infusion D'iris,500,338,100,EDP,Women,Woody,Incense And Benzoin,"Iris, Cedar And Vetiver",5,Shopping life,4.2,20
316,Michael Kors,kors,419,273,100,EDP,Women,Floral,"Musk, Cashmere Wood, Vetiver","Tuberose, Iris, Peony, Orris Root, Arum Lily",5,Beautiful Live,4.2,7
317,Yves Saint Laurent,L'Homme,583,338.3,100,EDP,Men,Woody,"Cedar, Benzoin And Suede Accord",Violet Leaf And Orange Blossom,5,noon,4.2,98.1K
318,Ajmal,Teenz,134,74.85,50,EDP,Women,Floral,"Floral, Fruity, Musky","Fruity, Musky",4.5,noon,4.2,98.1K
319,TED LAPIDUS,Creation,162,162,100,EDT,Women,Fruity,"Amber, Musk, Sandalwood, veti","Gardenia, Jasmine, Tuberose, Daffodil, Rose, Ylang-ylang",4.3,KAYA,4.3,4K
320,BVLGARI,Goldea,615,200,90,EDP,Women,Arabian,"Musk,Amber,Patchouli,Papyrus","Ylang-Ylang, Jasmine, Musk",4.5,Beuatyone1,3.9,347
321,Revlon,Charlie Blue,44,34,100,EDT,Women,Woody,"A Mix Of Sandalwood, Oakmoss","Jasmine, Muguet, Rose, Ylang-Ylang",4.2,Attractive perfume,3.5,244
322,AZZARO,Chrome,203,143.7,100,EDT,Men,Citrus,"Sandalwood, Tonka Bean, Musk, Oakmoss, Cedar, Brazilian Rosewood And Cardamom","Cyclamen, Coriander, Jasmine And Oakmoss",5,AMLAQ,3.9,135
323,Calvin Klein,CK IN2U,267,82.2,100,EDT,Men,Citrus,"Amber, Red Cader, Vanilla",Cacao Pod,5,AMLAQ,3.9,135
324,GUCCI,Premiere,570,292.95,75,EDP,Women,Floral,Patchouli and Sandalwood,Orange Blossom and Musk,2,AMLAQ,3.9,135
325,CHANEL,Allure Homme Sport EDT For,800,423,100,EDP,Men,Citrus,"Tonka Bean, Atlas Cedar, Vetiver, White Musk And Pepper","Cedar,Neroli,Pepper",5,hadayiq baris,3.8,122
326,BVLGARI,Aqva Marine Pour Homme,331,163.95,100,EDT,Men,Citrus,"Virginia Cedar, Amber","Seaweed, Rosemary, Water Notes",4.8,hadayiq baris,3.8,122
327,VERSACE,Dylan Blue,77,38,5,EDT,Men,Arabian,"Musk, Tonka Bean, Incense, Saffron","Violet Leaves, Papyrus Wood , Patchouli, Black Pepper and Ambergris",4.2,neo lek,3.5,88
328,Jacques Bogart,Silver Scent,140,55,100,EDT,Men,Arabian,"Vetiver, Litchi, Tonka Bean and Teak Wood","Cardamom, Rosemary, Nutmeg, Lavender, Coriander and Geranium",4.5,Lady Style,3.6,88
329,GIORGIO ARMANI,Si,620,232.9,100,EDP,Women,Floral,"Patchouli, Woods, Amber, Orcanox, Vanilla","Rose de Mai, Neroli, Egyptian Jasmine, Freesia",5,Number One,4.2,98.1K
330,AIGNER,Debut Night,433,172.8,100,EDP,Women,Floral,"Cedar , Vanilla , Raspberry","Orange Blossom , Rose, Water Lily",5,Lolita Shop,4.3,4K
331,BVLGARI,Omnia Crystalline,504,279,65,EDT,Women,Woody,"White Sandalwood, Benzoin From Siam And Musks","Lotus Flower, Orris Concrete And Heliotrope",5,KAYA,4.3,4K
332,Lancome,Idôle ED,14.95,14.95,2,EDT,Women,Floral,"Vanilla, Amber, Musk, and Patchouli","Jasmine, Geranium, Neroli and Ylang-Ylang",5,Princess of beauty,3.8,467
333,Ard Al Zaafaran,Oud Sharqia,65,18.4,80,EDP,Unisex,Arabian,Sweet Wood,Citric,4.4,King-Perfume,4.2,450
334,PACO RABANNE,1 Million Lucky,514,267.15,100,EDT,Men,Woody,"Oakmoss, Patchouli, Vetiver","Cashmere Wood, Cedar Wood, Hazelnut, Honey, Jasmine",4.5,AMLAQ,3.9,135
335,VERSACE,Eros,645,369.7,200,EDT,Men,Arabian,"Cedar, Oakmoss, Vanilla, Vetiver","Ambroxan, Geranium, Tonka Beans",4.9,AMLAQ,3.9,135
336,Calvin Klein,Reveal,427,169,100,EDP,Women,Floral,"Vetiver, Sandalwood, Cashmere And Musk",Powdery Iris And Ambergris,4.4,Faces,3.6,61
337,GUCCI,Bloom Nettare Di Fiori,516,318.8,100,EDP,Women,Floral,"Patchouli, Musks And Osmanthus","Tuberose,Honeysuckle,Jasmine",5,perfumes--addresses,4.4,59
338,LANVIN,Lanvin,139,113,100,EDT,Men,Woody,"Sandalwood, Amber, Musk, Vanilla","Pepper, Mint, Sage, Cardamom",5,Chansles,3.9,33
339,HUGO BOSS,Femme,415,139.35,75,EDP,Women,Floral,"Apricot, Amber, Lemon Tree","Lily, Jasmine, Bulgarian Rose",4.8,Lolita Shop,3.7,23
340,Britney Spears,Fantasy,314,99,100,EDP,Women,Floral,"Creamy Musk, Orris Root And Sensual Woods","Cupcake, Jasmine And White Chocolate Orchid",4.5,noon,4.2,98.1K
341,ELIE SAAB,Royal,711,239.75,90,EDP,Women,Floral,"Indonesian Patchouli Essence, Indian Sandalwood, Amber, Vanilla","Turkish Rose Absolute, Bulgarian Rose Absolute, Lebanese Neroli",5,noon,4.2,98.1K
342,GIORGIO ARMANI,Si Fiori,855,323.05,100,EDP,Women,Floral,"Vanilla, White Musk","Neroli, Rose",5,Number One,4.2,98.1K
343,CAROLINA HERRERA,212 Men Nyc,385,163.9,100,EDT,Men,Woody,"Labdanum, Sandalwood, Musk, Guaiac Wood, Vetiver And Incense","Ginger, Gardenia, Violet And Sage",4.3,Beuatyone1,3.9,1.9K
344,Kenzo,Jeu D'Amour L'elixir,447,195.45,75,EDP,Women,Fruity,"Caramel, Patchouli, Rum, Sandalwood, Vanilla","Jasmine, Tuberose",4.6,Star.perfume,3.9,537
345,HUGO BOSS,Hugo,395,115,125,EDT,Men,Aromatic,"Cedar Wood, Fir, Patchouli","Carnation, Geranium, Jasmine, Sage",4.2,Grass gulf,3.7,135
346,Calvin Klein,Euphoria Intense,99.95,99.95,100,EDT,Men,Spicy,"Amber, Patchouli, Agarwood, Myrrh, Labdanun","Black Basil, Sage, Cedar, Vetiver",5,hadayiq baris,3.8,122
347,MONTBLANC,Legend Spirit,342,140,100,EDT,Men,Citrus,"White Musk, White Woods, Cashmere Wood, Oakmoss","Water Notes, Lavender, Cardamom",4.7,hadayiq baris,3.8,122
348,Parfums De Marly,Pegasus,914,245,125,EDT,Men,Citrus,"Ambergris, musk","Iris, orange blossom",4.5,hadayiq baris,3.8,122
349,PACO RABANNE,Invictus,601,279.1,150,EDT,Men,Citrus,Guaiac Wood And Patchouli Heart,Ambregris Accord And Grapefruit Zests,5,Perfume Ports,3.6,111
350,TRUSSARDI,Uomo,260,143.75,100,EDT,Men,Floral,"Patchouli,Oak Moss,Leather","Geranium,Violet,Clary Sage",4.1,Parvant Store,3.8,76
351,LOEWE,Esencia Pour Homme,514,177,150,EDT,Men,Woody,"Tonka Bean, Leather, Sandalwood, Fir, Amber, Patchouli, Musk, Oakmoss, Vetiver, Cedar and Styrax","Clary Sage, Nutmeg, Basil, Jasmine, Neroli, Lily-of-the-valley, Rose, Pine Tree Needles, Geranium and Black Currant",5,Pinch Of Perfum,4.2,32
352,Calvin Klein,Escape,184,94.95,100,EDP,Women,Oriental,"Vanilla, Musk, Cedar, Sandalwood, Oakmoss, Amber, Vetiver","Carnation, Rose, Peach, Lily of the Valley, Jasmine, Cloves",5,noon,4.2,98.1K
353,MONTBLANC,Explorer,310,187.9,100,EDP,Men,Woody,"Ambroxan, Akigalawood, Indonesian Patchouli Leaf, Cacao Pod","Haitian Vetiver, Leather",5,noon,4.2,98.1K
354,Fendi,Furiosa,207,101.85,50,EDP,Women,Floral,"Amber, Incense, Guaiac Wood","Jasmine, Violaciocca Flower And Gardenia",4.6,noon,4.2,98.1K
355,GUCCI,Guilty Pour Homme,340,200.2,90,EDT,Men,Floral,Patchouli and Virginia Cedar,African Orange Flower,4.5,noon,4.2,98.1K
356,MONTBLANC,Legend,342,108.5,100,EDT,Men,Spicy,"Sandalwood, Tonka Bean","Coumarin, Oak Moss, Geranium, Rose, Apple, Dried Fruit",4.7,Perfume Ms,3.5,98
357,Miu Miu,miu miu,515,249.95,100,EDP,Women,Floral,Akigalawood,"Green Notes, Jasmine, Rose",5,noon,4.2,98.1K
358,Givenchy,L'Interdit,446,228,50,EDP,Women,Floral,"Vetiver, Patchouli, Ambroxan and Vanilla","Orange Blossom, Jasmine and Tuberose",5,Brand Land,43,4K
359,Estee Lauder,White Linen,354,197.5,60,EDP,Women,Oriental,"Vetiver, Sandalwood, Cedar, Amber, Benzoin, Tonka Bean, Honey, Oakmoss","Carnation, Iris, Jasmine, Hyacinth, Ylang-Ylang, Rose, Lily-Of-The-Valley, Violet, Lilac, Orchid, Orris",4.6,Precious Store,4.1,319
360,Estee Lauder,White Linen,214,214,60,EDP,Women,Arabian,"Vetiver, Sandalwood, Amber, Benzoin, Tonka Bean, Honey and Oakmoss","Carnation, Iris, Jasmine, Hyacinth, Ylang-Ylang, Rose, Lily-of-the-Valley, Violet, Lilac, Orchid and Orris",5,Precious Store,4.1,319
361,Calvin Klein,CK One,220,105,200,EDT,Unisex,Citrus,"Sandalwood, Amber, Musk, Cedar And Oakmoss","Nutmeg, Violet, Orris Root, Jasmine, Lily Of The Valley And Rose",3.3,AMLAQ,3.9,135
362,PACO RABANNE,Ultraviolet,281,148.65,80,EDP,Women,Floral,Madagascar Vanilla Absolute And Ambergris,Chinese Osmanthus And Indian Sambac Jasmine,4.8,AMLAQ,3.9,135
363,Givenchy,Play Intense,438,259.9,50,EDT,Men,Spicy,"Vetyver,French Labdanum,Patchouli,Tonka Bean","Amyris,Pink Pepper,Coffee",4.4,Y,3.5,75
364,BURBERRY,Brit Sheer,232,123.95,100,EDT,Women,Fruity,White Musk And Blond Wood,"Pink Peony, Peach Blossom And Nashi, Floral Accent",4.8,noon,4.2,98.1K
365,ELIE SAAB,Girl Of Now,583,264.9,90,EDP,Women,Floral,"Patchouli, Cashmeran, Tonka Bean And Almond Milk","Range Blossom, Magnolia And Almond",4,noon,4.2,98.1K
366,JAGUAR,Jaguar,179,59.7,100,EDT,Men,Aromatic,"Leather, Sandalwood, Tonka Bean, Amber, Patchouli, Musk, Oakmoss, Vanilla, Cedar, Tobacco, Fern","Cyclamen, Nutmeg, Carnation, Gardenia, Cinnamon, Jasmine, Caraway, Sage, Rose, Geranium, Fir",4.5,noon,4.2,98.1K
367,DORALL COLLECTION,Eternally Hot,29,8,100,EDT,Women,Woody,"Vanilla, Musk","Gardenia, Jasmine",4.5,B.A.G,4.2,14.1K
368,BOUCHERON,Place Vendome,187,187,100,EDP,Women,Floral,"Cedar, White Musk","Iris, Rose, Jasmine",4.5,the beauty,4.1,538
369,Guerlain,Habit Rouge,435,218.45,100,EDP,Men,Woody,"Labdanum, Leather, Amber, Benzoin, Oakmoss and Vanilla","Carnation, Sandalwood, Patchouli, Cinnamon, Jasmine, Cedar and Rose",4.5,Star.perfume,3.9,537
370,CHANEL,Gabrielle,1126,459,100,EDP,Women,Floral,Sandalwood and Musk,"Tuberose, Ylang-ylang, Jasmine and Orange blossom",3.7,Al-Najm,3.7,347
371,HUGO BOSS,Ma Vie,185,125,75,EDP,Women,Floral,"Cedar, Woody Notes","Pink Freesia, Jasmine, Rose",5,Rose Gallary,4.2,347
372,Roberto Cavalli,Paradisio Azzuro,499,168,75,EDP,Women,Floral,"Amberwood, Cashmere Wood, Cypress, Sandalwood, Vanilla","Apple, Jasmine, Peach, Rose, Tuberose, Water Notes",4.8,AMLAQ,3.9,135
373,Dolce & Gabbana,The One,441,130.95,100,EDT,Men,Spicy,"Amber, Moss, Musk, Vanilla, Vetiver","Genisteae, Jasmine, Lily, Lily Of The Valley, Orange Tree Blossom, Ylang-Ylang",4.5,Perfume Ms,3.6,111
374,BENTLEY,Momentum Intense,226,144,100,EDP,Men,Woody,"Amber Wood, Sandalwood and White Musk","Geranium, Tonka Bean and Marine Ambergris",5,MOON LIGHT,3.9,61
375,Guerlain,Mon Bloom Of Rose,586,272,100,EDT,Women,Floral,"Neroli, Rose",Sambac Jasmine,4,Faces,3.9,61
376,KORLOFF,In White,562,116,88,EDT,Men,Citrus,"Cashmeran, Virginia Cedar, Musk and Tonka Bean","Lavender, African Orange Flower and Clary Sage",5,noon,4.2,98.1K
377,TESORI D´ORIENTE,Orchidea della Cina,60,38.95,100,EDT,Women,Floral,"Myrrh,Praline,Musk,Vanilla,Sandalwood","Orange Blossom,Tiare Flower,Jasmine,Orchid",4.3,noon,4.2,98.1K
378,S.T.Dupont,Passenger,310,106.15,100,EDP,Women,Fruity,"Iris, Vanilla, White Musk And Sandalwood","Cyclamen, Rose, Gardenia And White Peach",4.9,noon,4.2,98.1K
379,TRUSSARDI,Uomo,230,138.85,100,EDT,Men,Spicy,"Leather, Moss, Patchouli","Clary Sage, Violet",5,noon100% Genuine Product,4.2,98.1K
380,DORALL COLLECTION,DC Marine Noir,29,9.7,100,EDT,Men,Floral,"Incense, Amber, Cedar, Vetiver, Patchouli, Musk","Water, Sage, Rosemary",3.4,B.A.G,3.7,14.1K
381,BURBERRY,Body,283,142,85,EDP,Women,Woody,"Cashmere Wood, Musk, Amber and Vanille","Iris, Rose and Sandalwood",5,King-Perfume,4.2,450
382,GUCCI,Bamboo,575,189,75,EDP,Women,Floral,Sandalwood,Casablanca Lily and Ylang Ylang Extra-Comoros,4.8,Al-Najm,3.7,347
383,Revlon,Charli Blue,44,44,100,EDT,Women,Woody,"Sandalwood, Oakmoss, Musk","Jasmine, Muguet, Rose, Ylang-ylang",5,Attractive perfume,3.5,244
384,HUGO BOSS,Hugo Man,269,99.5,75,EDT,Men,Fresh,"Patchouli, Fir and Cedar","Carnation, Sage, Geranium and Jasmine",4.3,AMLAQ,3.9,135
385,BENTLEY,Absolute,200,154,100,EDP,Men,Woody,"Moss, Agarwood, Amber, Atlas Cedar","Olibanum, Papyrus, Sandalwood",5,Nawaem_perfumes,3.9,69
386,BURBERRY,Burberry Body,499,164.35,85,EDP,Women,Fruity,"Woody Cashmeran, Creamy Vanilla, Amber And Musk.","Natural Rose Absolute, Iris And Warm Sandalwood.",4.8,perfumes--addresses,3.9,59
387,Calvin Klein,Reveal,264,149.4,100,EDT,Men,Vanilla,"Haitian Vetiver, Vintage Vanilla And Golden Amber",Agave Nectar And Kiwano,5,Alabeer,3.6,30
388,AZZARO,Chrome,269,135,100,EDT,Men,Citrus,"Sandalwood, Tonka Bean, Musk, Oakmoss, Cedar, Brazilian Rosewood and Cardamom","Rosemary, Pineapple, Neroli, Bergamot and Lemon",4,noon,4.2,98.1K
389,Dunhill,Custom,330,89.85,100,EDT,Men,Floral,"Virginia Cedar, Incense",Pepper,4.3,noon,4.2,98.1K
390,DORALL COLLECTION,Super Cobra,29,8.8,100,EDT,Women,Floral,"Amber Milk, Mousse Australian, Sandalwood and Vanilla","Orange, Blossom Peach and Raspberry Leaf",5,B.A.G,3.7,14.1K
391,Lolita Lempicka,lolita,430,222.6,100,EDP,Women,Vanilla,"Musk,Praline,Tonka Beans,Vanilla,Vetiver","Amaryllis,Cherry,Iris,Licorice,Orris Root",4.4,Star.perfume,3.9,537
392,RALPH LAUREN,Polo Blue,465,327,125,EDP,Men,Woody,Vetiver,Blue Orris Accord,4.7,top langri,3.9,347
393,NARCISO RODRIGUEZ,Narciso Rodriguez For Her,442,108.75,100,EDT,Women,Woody,"Vetiver, Vanilla","Egyptian Musk, Amber",4.7,Creativity star,3.5,319
394,MINI COLLECTION,Eaudemoiselle No.1154,16,16,25,EDP,Unisex,Oriental,rose,cinnamon,4.9,original,3.9,235
395,CHOPARD,Happy Spirit,269,148.95,75,EDP,Women,Fruity,"Amber, Musk, Cashmere Wood","Honeysuckle, Osmanthus",5,AMLAQ,3.9,135
396,Guerlain,Ideal,516,228.2,100,EDT,Men,Woody,"Leather, Cedar and Vetiver",Almond and Tonka Bean,4,AMLAQ,3.9,135
397,CHLOE,Chloe,428,188.85,50,EDP,Women,Floral,"Amber, Virginia Cedar","Rose, Lily-Of-The-Valley, Caribbean Magnolia",5,hadayiq baris,3.8,122
398,TED LAPIDUS,Lapidus Pour Homme,122,66,100,EDT,Men,Woody,"Sandalwood, tonka bean, amber, patchouli, musk, oakmoss, cedar and tobacco.","pine tree, honey, orris root, jasmine, caraway, petitgrain, lily-of-the-valley, rose, brazilian rosewood and incense",5,Diorworld,3.5,75
399,CAROLINA HERRERA,Bad Boy,652,204,100,EDT,Men,Spicy,"Tonka Bean, Amberwood, Cacao","Cedar, Sage",5,The first fragrance,4.1,5
400,VERSACE,Blue Jeans,170,109.25,75,EDT,Men,Arabian,"Vanilla, Tonka Bean, Iris, Sandalwood, Musk, Amber, Vetiver, Cedar, Patchouli","Lavender, Rose, Carnation, Heliotrope, Jasmine, Geranium, Sage, Fir, Lily-Of-The-Valley",4.4,noon,4.2,98.1K
401,BVLGARI,Extreme,441,203.8,100,EDT,Men,Citrus,"Balsa Wood, Haitian Vetiver And Laotian Benzoin","White Freesia, Guatemalan Cardamom And Vegetal Amber",5,noon,4.2,98.1K
402,LACOSTE,Pour Femme,322,123.05,90,EDP,Women,Floral,"Cedar, Vetiver, Sandalwood And Musk","Jasmine Petals, White Heliotrope And Hibiscus",4.5,noon,4.2,98.1K
403,S.T.Dupont,Dupont,221,83.9,100,EDT,Men,Spicy,"Heliotrope, Musk, Lignum Vitae And Amber","Essence Of Birch, Iris And Cedar Wood",4.4,noon,4.2,98.1K
404,DORALL COLLECTION,Simple,15,8.5,100,EDT,Women,Floral,"Amber, patchouli, vanilla, musk, sandalwood","Magnolia, gardenia, lily of the valley, freesia, jasmine",4.3,B.A.G,3.7,14.1K
405,CHOPARD,Happy Spirit,185,155,75,EDP,Women,Fruity,"Amber, Musk, Cashmere Wood","Honeysuckle, Osmanthus",5,Star.perfume,3.9,537
406,COACH,New York,501,183.95,90,EDP,Women,Fruity,Suede Musk Sandalwood Cashmeran,Turkish Rose Gardenia Cyclamen,4.7,Star.perfume,3.9,537
407,BOUCHERON,Place Vendome,201,177.9,100,EDP,Women,Floral,Cedar and Sensual Benzoin,"Jasmine Petals, Peony, Creamy Honey",4.5,Lolita Shop,3.7,347
408,CARTIER,Declaration D'Un Soir,365,213,100,EDT,Men,Spicy,Sandalwood,Rose and Nutmeg,4.8,AMLAQ,3.9,135
409,CHANEL,Allure Homme Sport EDT For,800,423,100,EDT,Men,Citrus,"Tonka Bean, Atlas Cedar, Vetiver, White Musk And Pepper","Cedar,Neroli,Pepper",5,hadayiq baris,3.8,122
410,DAVIDOFF,Leather Blend,420,224.85,100,EDP,Unisex,Spicy,"Leather,Papyrus",Rose and Amber,5,Y,3.5,75
411,Al Fakhr,Shiyoukh Al Oud,8.9,8.9,100,EDP,Unisex,"Woody, Musky","Sandalwood, Cedarwood","Black Pepper, Cardamom",4.5,Bismat Eatar,3.7,66
412,Dolce & Gabbana,Intenso,496,200.35,125,EDP,Men,Spicy,"Labdanum, Sandalwood, Cypress, Musk and Amber","Tobacco, Hay, Moepel Accord, Clary Sage And Bran",4.5,noon100  % original genuine product,4.2,98.1K
413,Dolce & Gabbana,L'imperatrice 3,245,148.3,100,EDT,Women,Floral,"Citrus Wood, Musks And Sandalwood","Watermelon, Cyclamen And Jasmine",4.3,noon,4.2,98.1K
414,Lattafa,Oud Mood Gold Elixir,147,50.6,100,EDP,Unisex,Arabian,"Vanilla, Ambra","Lemd De Santal, Agar, Oud wood, Leather notes",3.8,noon,4.2,98.1K
415,DORALL COLLECTION,Courageous,22,9.95,100,EDT,Women,Floral,"Orris Root, Musk, Vanilla","Roses, Iris",4.7,B.A.G,3.7,14.1K
416,Nikos,Sculpture Homme,75,58.5,100,EDT,Men,Floral,"Tonka bean, amber, benzoin, cedar","Jasmine, lily-of-the-valley, rose, geranium",4.7,Star.perfume,4.2,537
417,ROGER & GALLET,Open,143,51.5,100,EDT,Men,Spicy,"Tobacco, Patchouli And Vetiver",Sage And Thyme,4.8,Diorworld,3.9,135
418,CREED,Aventus,1375,593.3,100,EDP,Men,Fruity,"Oak moss, musk, ambergris, and vanilla","Rose, dry birch, Moroccan jasmine and patchouli",5,hadayiq baris,3.8,122
419,LACOSTE,L.12.12 Rouge,113,113,100,EDT,Men,Spicy,Acacia Wood,Rooibos Tea Extract (red Bush Tea),4,hadayiq baris,3.8,122
420,Ajmal,Sacrifice,79,75.9,50,EDP,Women,Floral,"Ambergris, Musk","Orange Blossom, Vanilla",4.2,neo lek,4.3,88
421,Franck Olivier,Oud Vanille,167,90,100,EDP,Men,Arabian,"Woody Notes, Spices, Musk, Vanilla","Rose, Violet, Jasmine, Patchouli, Incense",5,Nawaem_perfumes,3.9,69
422,BURBERRY,The Beat,280,150,75,EDP,Women,Floral,"White Musk, Vetiver And Cedar Wood","Ceylon Tea, Iris And Bluebell",4.3,Faces,3.7,61
423,Ajmal,Sacrifice,153,70,50,EDP,Women,Floral,"Woody, Oriental, Musky","Floral, Musky",4.6,Rayhanti,4.2,27
424,Givenchy,Eau De Moiselle,550,183,100,EDT,Women,Floral,"Ambrette Seeds, Tonka Beans, Musk","Rose, Ylang Ylang",5,Asrar Aljamal,4.2,98
425,AZZARO,Chrome Legend,266,123.3,125,EDT,Men,Woody,"Cedar, Vetiver","Moss, Musk",5,noon,4.2,98.1K
426,DORALL COLLECTION,DC,29,9.3,100,EDT,Men,Floral,"Vetiver, Patchouli, Oakmoss, Musk, Sandalwood","Galbanum, Rosemary, Jasmine, Coumarin",4,B.A.G,4.2,14.1K
427,Juicy Couture,play around,355,126.25,100,EDP,Women,Floral,"Caramel, Vanilla, and Patchouli","Princess lily, Tuberose and Wild Rose",4,Star.perfume,3.9,537
428,COACH,New York Platinum,11,7.9,2,EDP,Men,Oriental,Patchouli and Vanilla Leather,Aromatic Accords,4.5,Princess of beauty,3.8,467
429,CAROLINA HERRERA,212 Vip,363,160,100,EDT,Men,Vanilla,"King Wood, Salty Amber And Tonka Beans","Chilled Vodka, Hot Ginger And Slice Of Apple",5,Al-Najm,3.7,347
430,Mercedes-Benz,Club Black,295,185,100,EDT,Women,Vanilla,"Ambroxan, Benzoin, Woodsy Notes And Vanilla",Jasmine And Incense,5,Parvant Store,3.8,76
